name,source,expected_attack_class,disclosure_date,notes
poetry-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
starlette-extra,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
scipy-addon,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
huggingface-hub-compat,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
fastapi_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
catboost-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
scikit-learn-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
twine_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
celery_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pillow-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ruff-simple,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wheel-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiohttp-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
click-async,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mlflow-simple,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
websockets-core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
dask_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pip-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
openNltk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pandas-tools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
openai-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wheel-next,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pip-tools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
tox-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
langchain_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
typer-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
django-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
polars-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiohttp_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
virtualenv-lite,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
scikit-learn-lite,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
typer-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
openai-v2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
autoPytest,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lightgbm_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
polars-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pydantic-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
plusWebsockets,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
simplePrecommit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
opencv-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
noltk,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pytest_asyncio_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
scikit-learn-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
zPip,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
polars-toolkit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
tensorflow-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
flask-v2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
uvicorn-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
numpy-ext,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
hyperPrecommit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pytest_asyncio_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
langchain-binding,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
redis4,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
black-extended,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
openai-next,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
tensorflow-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gensim-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
uvicorn-kit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
poetry-wrapper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
numpy-lite,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
seaborn-async,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wheel-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pre-commit-next,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
boto3-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
dask-helper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pillow-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
langchain-addon,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
proRay,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
boo3,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
setuptools-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
modernPillow,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
fastapi-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
deepPoetry,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pytest-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
anthropic4,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
easyBoto3,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
poalrs,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
ploars,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
statsmodels_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
numpy_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
boto3_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
torch-addon,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
opencv-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nltk-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiAiohttp,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
redis-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
sqlalchemy-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gunicorn-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
torch_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
twine-kit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
simpleHuggingfacehub,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
catboost-fast,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
redis-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
fastSqlalchemy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
